핵심활동,label
"동종 업종 설비반영 사례를 제공하며 목표 고객에게 제품에 대한 실효성과 성과를 제공한다.
기존설비의 노후화된 펌프의 교체 및 대체품을 적용, 장치제작, 연구개발등에 필요한 적정한 펌프를 선정하여 설비에 반영할 수 있도록 한다.
ISO인증과 특허기술을 보유한 뛰어난 품질과 기술보유
고객의 신규 설비 확충으로 인한 협의 요청 시 당사에서 협업하여 대응 활동을 한다.
당사의 최신 제품의 우수성을 적극 홍보하여 고객사 설비보존 담당자에게 지속적인 기술교육을 제공하며 현장에서의 개선점에 관하여 Feedback을 지속적으로 실시한다.",A
"신제품 및 신규고객사에 당사 기술능력 PR 및 제품에 대한 정확한 원가분석후 입찰 참여가 이루어짐
추후 입찰 합격 후 해당 공정의 심사 및 평가 후 최종 승인이 이루어짐",C
돼지 생산성을 높이기 위한 전반적인 활동,E
"점차 강화되고 변화가 많은 환경관련 법령에 대한 선제적 파악을 통해 거래처 환경기술인에게 자료 및 데이터를 제공한다
관공서 환경부서와의 지속적인 유대감 형성 인적 네트워크 결성을 통해 시장동향 및 지도점검 트렌드를 읽고 선제적으로 대응한다
최신 측정 기술 및 분석 기술 습득을 위해 각종 세미나에 참석하고 국가 혹은 민간 교육을 이수하여 내부적 인력을 양성한다.",C
"고품위 원료의 자체생산 후 가공으로 안정적인 납품 및 제품의 균일성 확보.
자원의 안정적 확보 및 관계사 협력으로 시너지효과 창출.",C
목표고객의 이익창출을 위한 시기적절한 컨설팅,E
"사료 및 TMR배합비 제공
농장 사양관리 개선사항 제안",D
홍보입니다 교육 실적을 통한 홍보,E
"회원사, 국회, 정부 등 목표고객과 협의를 통해 불합리한 제도 개선 및 주택산업 발전 방안 마련
대외활동과 인맥을 통해 연락이 온 목표고객에게 영업 활동을 함",D
"정확한 기사 제공
신뢰성 있는 기사 제공
한발 앞선 취재 및 기사 제공",D
"사전 영업을 통한 주택 청정설계 제안
설계 반영을 위한 도면을 건설사, 설계사무소, 건축주에게 제안 영업한다. 이때 국내, 외 관련 자료 통지 등을 통한 환경 패러다임 최적화 진행
고객사 신규 프로젝트 진행 시 최우선 견적대응 및 설계도서의 무상지원을 통하여 관  련 정보 및 개발방향 정보 획득향후 수  주전에 확실한 우위에 섬.",B
"제품의 품질 개선이나 업그레이드 디자인 변경이 시장에 맞게 변할 경우 주요 고객 방문을 통한 직접적인 면담
판매처의 자존감이나 우월성을 유지하기 위한 개발 후 각종 디자인, 특허 등록을 통한 독점 확보",C
"고객사 업계의 시장흐름을 주목하여 고객사의 입찰 시 경쟁력 있는 사전원가 제공
인맥 또는 신뢰와 친분이 강한 고객사를 통하여 새로운 고객사를 지속적으로 개척한다.
각종 채널을 통하여 문의하는 신규 고객에 대하여 고객의 니즈를 파악하여 지속적인 관리를 한다.
끈임 없는 연구개발을 통하여 고객이 원하는 고 품격의 제품으로 경쟁력을 갖춘다. ",B
"베트남 공장의 안정적인 운영을 위한 인프라 관리 및 직원관리
공장운영을 위한 최소 물량확보, 고정고객 확보
최적가 원료 구매를 통한 안정적인 원료 공급
지인, 공장방문, 고객사 소개, 직접 고객사 방문을 통한 제품 홍보 및 맞춤 요구 시 즉시 대응체제을 위한 준비
다양한 채널을 통한 당사 홍보 및 제품 제안",C
"기존 거래고객에서 신규 프로젝트 진행에 필요한 협의 요청 시 당사 영업팀에서 대응 활동
당사 영업팀에서 파악한 고객 니즈를 제품 개발팀에서 기술 개발을 진행하여 특허 등록등을 통해 협상우선권 확보
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공",C
"누구나 쇼핑몰에서 간단하고 편리하게 구매하도록 정보전달 
제품과 관련된 정보를 상담원이 정확히 인지해서 고객 쇼핑 시 정확한 정보 전달 ",D
"건설사, 시행사, 건죽주 등에게 제안 영업
대형건설사 입찰을 통한 제품 판매",D
"구매력 증대로 공급능력 확보
적시적소 제품공급
공기단축 및 인건비 절감 가능한 신공법 개발로 특허 취득 및 제안
높은 생산성 및 로스율 최소하로 원가절감으로 인한 경쟁력 확보
꾸준하고 지속적인 업계 종사자와의 네트워크 구축으로 사람간, 기업간 신뢰형성
상품재고의 유연한 관리
신용도 점검을 통한 리스크 사전예방
기업간 협업으로 신제품 제작 및 신시장 형성
지역별 거점화 된 공장과 물류센터로 안정적이고 원활한 공급능력과 원가절감 기여",A
"일본 susumu 社의 한국 정식 대리점으로 한국의 자동차 부품 제조사에 영업을 통해 고객을 확보하고 더 신뢰성 높고 가격적으로도 메리트가 있는 제품을 제안 및 판매.
미국 onsemi / 독일 SEMIKRON 두 IGBT module 제조사와의 협력 관계를 바탕으로 국내 태양광 인버터 제조사에 대한 영업 활동 및 판매.
네이버 스마트스토어 / 쿠팡 등의 플랫폼을 활용한 화장품 , 건강기능식품 판매",C
"주요고객층이 반려동물과 함께 생활하는 소비층이다보니 그들과의 소통과 생각을 공유하면서 필요한 
제품을 개발하기 때문에 반려동물과 함께 생활하면서 자연스런 아이디어 창출.
제품의 특성에 적합한 소재를 발견하기 위한 정기적인 시장조사가 필요함으로 관련 부자재 상가 정기방문.
제품디자인과 관련한 다양한 컴퓨터 프로그램 습득 > 캐드, 포토샵, 일러스트 ",C
"시장의 니즈에 맞는 제품개발
건설사 제안 영업
타 업체와의 차별성(주문생산대응, 공기단축 등)
인테리어 업체와의 지속적인 정보제공 및 교류",C
"매도인이 사고팔고를 매년 반복하므로 텔레마케팅 직원이 지속적으로 관리하여 많은 거래가 이루어지도록한다
다른 빌딩회사들과의 업무제휴로 공동중개등 계약이 활발히 진행될수 있도록 한다
광고효과를 높이는 SNS마케팅으로 많은 잠재고객에게 광고가 노출이 되어 지속적으로 신규고객이 유입되도록 한다",C
"공사수주를 위한 수주 영업 활동
원활한 현장시공을 위한 활동
 :현장 시공을 위한 적시의 자재 투입
 :우수한 기능인력의 선제적 확보로 인한 철저한 공정관리
 :공정의 진행에 따른 기성의 확보로 자재,인력에 대해 적시에 기성금 지급
원자재의 변동에 대한 선제적 대처로 인한 손실 방지
우수한 시공으로 인한 고품질의 제품으로 고객사와의 신뢰관계 구축
고객의 요구에 맞는 품질을 제공하기 위한 기술력 구축
고객에 대한 원만한 응대로 긍정적인 회사 이미지 향상으로 고객과의 유대관계 유지",B
"브랜드에 어울리는 디자인 및 소재 발굴 (심플한 디자인, 허리를 편하게 하는 각도 및 탄성 등)
당사 제품을 사용중에 있는 고객관리
가구 MD와 협업으로 판촉 및 신상품 개발",C
건축주 사업권 획득에 도움이 될 수 있는 파트너십 영업 및 기술(디자인) 제안,E
"건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공
부동산 컨설팅 업체와의 제휴로 사업부지 확보 및 사업주 영업
광고와 인맥을 통해 연락이 온 목표고객에게 영업 
태양광 전문 영업 업체와 제휴하여 설계 및 시공",C
대형 운송업체와의 소통 강화 및 운송 편의시설 개선 협의,D
"기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청시 당사 영업팀에서 대응 활동
당사 영업팀에서 파악한 고객 니즈를 제품개발팀에서 기술 개발을 진행하여 특허 등록(듀얼이중캡) 한국야쿠르트 밀크씨슬 쿠퍼스 캡슐에 적용 
외부 자재공급업체와 공동으로 제품을 개발하여 공동특허 등록으로 기술보유
인맥을 통한 영업활동",C
"신규 제품에 관한 디자인 접수 시 디자인 수정사항, 완제품 생산 시 예상되는 문제점을 사전에 보완하도록 해결방안을 제시한다. 
포장재 재질 선정 시 협의하여 최상의 제품 생산에 협조한다.
포장재 출고 전 철저한 품질 관리로 완제품 생산에 차질이 없도록 한다.
고객사의 품질관리 부서와 지속적인 대화를 통해 사용 상 문제점을 개선하도록 한다.",B
"시행/시공/설계사무소를 통한 스펙 활동으로 1차작업 후, 경쟁입찰이나 비교 견적을 통한 납품
신뢰와 경험에 따른 노하우를 통해 자재 납품 활동",C
"직접 영업 및 협력업체 등록를 통한 입찰참가
프로젝트별에 맞는 자재 확보 및 기술인력 확보를 통한 동종업체간의 우월성 확보
신제품, 시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지",C
"자기만에 전문지식 습득.
세무결산지식.
직장 복리후생 지식.
전반적인 기판매상품 및 신상품 완전무장 (생명보험8, 손해보험11)
대출(담보, 신용, PF)업무 지식습득.",D
"주거래처와의 계속적인 관계를 위해 공장개발, 저가의 제품을 동일 품질로 공급하기 위해서는 다소 실력은 미흡하나 사장의 마인드가 된 공장을 최소 2~3년을 꾸준한 기술 향상으로 당사 제품 개발, 
국내 동종업체가 생산하는 공장은 생산 절대배제, 중계무역업인 당사는 국내 업체와의 가격 경쟁에서 불리, 이익율이 현저히 낮아서 미래에 대한 투자 불가능
당사의 장,단점을 시대 상황에 맞게 설명하여, 조금의 오해도 없게 함 (최근의 컨테이너 부족사태: 당사는 문제없이 공급, 중국 환율 급등락 이익, 손해 공유)",A
"작지만 강한 기업으로서 특허 및 기술력 확보로 연속적인 고객과의 서비스 제공
고객 중심으로 변형된 사전(B/S)서비스 도입 고객과의 소통 해결
신제품의 다각적 변화와 우수한 서비스를 선점 할수 있는 인력 확보",B
"당사 연구소를 통한 지속적인 기술개발 현황 파악 및 고객사 공유
이미지 센서 해상도별 제품 개발 가능한 소프트웨어 및 하드웨어 기술 보유 및 제품 제안
손실없는 포멧프리 기술을 이용한 영상 저장 기술 보유 및 제품화
차량과의 컨넥티드 기술을 이용한 자동차 용품 개발 기술 보유 및 제품화
수출 국가별 외부 환경(전자파 환경 등)에 최적화된 개발 기술을 통한 제품 제안",A
"꾸준한 신제품 개발 소개, 현장 시공이 간편한 모듈화시스템 발굴 납품. 
고객의 요청에 의한 맞춤형 자재 공동개발 ",C
"통행료징수 고도화(ITS)
교통안전 순찰 및 신속한 사고처리강화
매출 및 수익관리
도로유지보수
터널유지보수
시설물 유지보수
매년 윤영유지관리비 책정 및 집행",B
"정부관련 발주 가능 기관에 대한 수시 사전 영업 및 유대강화
시행사, 설계사 등 신규사업 제안에 대해 최대한 성의 있는 검토로 신뢰성 확보
재무건전성 및 안전관련 사항의 우수성을 적극 홍보
많은 사람들과의 우호적인 관계가 가장 중요",B
"품질이 우수한 설계를 기획하여 최우선으로 진행
기획설계가 끝나면 기본설계를 하고 실시설계를 한다
실시설계도면으로 사업주에게 영업활동을 하여 수주를 받는다",C
"품질의 안정화
개발 능력의 신속성
가격의 표준화",D
"최적의 루트 개발
적합한 운송수단 확보 및 유지
문제에 대한 사전 정보제공과 서류 및 제품 준비
각 과정 마다 정보 공유를 통한 사전 대응 등",C
"설계 단계부터 함께 참여하는 방법
제품의 우수성 홍보를 위한 직접 방문 프리젠테이션과 당사 제품 샘플 제공 등",C
"아파트 및 오피스텔 등 건축물 신축공사
도로. 항만. 택지개발 등 각종 토목공사",C
"아파트 및 오피스텔 등 건축물 신축공사
도로. 항만. 택지개발 등 각종 토목공사",C
"착공 후 준공시까지 설계와 불합리한 사항을 고품질과 가격 경쟁력이 있는 공법으로 설계변경한다. 
최초 설계 반영을 위한 도면을 각 발주처, 설계사, 건축주에게 제안 영업한다.
인맥을 활용하여 각 발주처 목표고객에게 특허공법 제안 영업 활동을 한다.
기존 거래를 하고 있는 고객사에서 신규 프로젝트 진행에 필요한 협의 요청 시 적극 대응한다.
유휴지 토지 개발을 위한 개발팀에서 토지 적극 매입.",B
"지속적인 트렌디 한 상품의 개발 
상품을 이용한 응용레시피의 개발 및 보급 
제품의 이상 없는 공급을 위한 품질 관리 
지속적인 핵심거래처 관리 : 매출의 50%을 점하는 주요 KEY ACCOUNT의 (대형거래선) 집중관리 : 지속적인 미팅진행 
지방 거래처 관리를 위한 정례화 된 출장서비스 진행 ",A
"브랜딩을 위한 채널 마케팅과 오프매장의 마케팅
브랜딩을 위한 제품개발과 고객의 니즈에 요구하는 제품*디자인*포장*배송날짜의 원스톱의 시스템 목표 구축
SNS고객들의 1:1의 빠른 소통 목표",B
"협력업체 공동개발을 통한 상호협력관계 유지
고객의 NEEDS 파악을 통한 제품의 개발 및 특허 권리 확보
신규 프로젝트 설계 참여를 통한 수주 활동
경쟁력 있는 가격 확보를 통한 입찰 수주영업활동",C
"기업통신요금 맞춤설계 서비스
보안, 네트워크관리 설계 및 유지보수
통신시스템 설계구축",C
"해외의 기술 트랜드를 읽기 위한 전시회 참관
해외 파트너사들과의 정기적인 기술 정보 교류
국내 동종업 대표들과의 정보 교류
온라인 광고 방식에 대한 전문 기업과의 협업
중국 공장의 품질 검수
대기업 고객들과의 관계 유지 노력
경쟁력 있는 가격 확보를 통한 입찰 수주영업활동",B
"사전영업을 통해 모형의 범위 및 크기(스케일)제안
발주자 및 건설사, 설계사무소와 협의하여 모형제작 후 납품
협의과정중 기존제작방법이 아닌 신기술을 개발하여 모형에적용 제작 후 특허등록
광고 및 지인소개를 통해 연락이오는 고객관리
기존고객들이 필요한 제작시점에 일이 겹치지 않게 일정관리",C
"한국실내건축가협회 및 한국관광호텔진행협회 네트워킹 유지
블루오션 국내외 자재발굴
데코저널을 통한 네트워킹 유지
건축인테리어 설계 및 시공 플랫폼 개발진행",C
"업체별 방문하여 제품상태와 사용방법, 기술력을 꾸준히 전수하고 있음",D
"당사 기술연구소를 통한 신기술 및 공법 연구 개발
기존 거래처에서 신규 item 개발시 적극참여
열처리공법 및 기술에 대한 자문 요청시 즉시 대응",C
"직접 발로 뛰는 영업, 찾아가는 영업, 기술지원 가능한 영업
판매단가, 납기, 품질 만족을 통한 고객니즈 충족",C
"사전 영업을 통한 설계 및 당사 제품 사용 제안
원가절감사항에 대해 사전 영업 단계부터 적극 협의
시공방법 또는 설계를 변경하여 공기단축을 위한 기술제안으로 고객과 지속적 유대관계 유지
인맥을 통해 영업 활동.
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청 시 당사 영업팀에서 대응 활동
생산능력 감안하여 적시 대응 필요로 project의 정확한 발주예정시기 파악
발주예정공사를 미리 파악하여 당사의 공사성향에 적합유무 판단
발주담당자와 긴밀한 관계 유지하여 입찰에서 누락될 상황견제
진행중인 Project 담당자와 신속한 업무협의 진행하여 신규Project에 자연히 관 계 유지되도록 활동",B
"수익증대를 위한 자산투자 정보와 지식습득
최적의 절세를 위한 세무지식 정보 습득
관련 정보 및 지식들을 고객사와 고객에게 상담과 강의를 통해 전달
고객자산 수탁 관리",C
"지사 관리 및 지원
각 오프라인 관계자들과의 친목
각 전람회, 협회 활동을 통한 전문 영업인 섭외",D
"고객 세그먼트, 가치제안, 채널, 고객관계, 수익원, 핵심자원
핵심활동, 핵심파트너십, 비용구조",C
-,
"고객 신제품 개발시, 신속대응으로 개발기간 단축 
4M품 적용전, 사전 품질 확보",D
"미래사회 및 과학기술 변화에 따른 비즈니스 모델 및 교육개발. 보급을 위한 전문가 그룹 운용
정부 지방자치단체 등을 대상으로 미래환경변화에 따른 교육 프로그램 개발(안) 제시 및 협의 미래경영 및 인력양성기관과의 업무협력 및 정책 건의
미래지식정보 전수를 위한 미래경영 플랫폼 확보
~ 미래경영콘서트 개최, 미래지식포럼 등 지식네트워크 지원, 총원우회 및 동호회 운영 지원",B
"품질관리 활동 : 인쇄,접착,싸바리등
가격경쟁력 확보 : 원스톱 생산이 가능한 제반 설비 확보
규모의 매입으로 원지 매입시 최대한의 할인율 적용
원지가격 불안정시 과감한 원지 선매입으로 원가상승요인 억제
원가인하 활동 : 과도한 원지재고 보유 억제.
적정 공장 가동율 유지를 위한 지속적인 수주활동
출고일정에 맞추어 생산스케쥴 조정으로 완성품재고 공장체류시간 최소화
지속적인 제품개발 : 신제품개발 특허획득
박람회 참가등을 통한 포장트렌드 파악 및 연구
신규고객 확보가 가능한 영업에이젼트 활용",A
"대기업 사업의 특성상 모든 비즈니스는 담당부서에서 활동을 하고 있음.
생산부서에서는 수요정책에 따른 제품을 연구소와 협업하여 개발하고 생산을 진행함.",C
"사업자의 세무대리
억울한 조세의 조세 불복
기타 세금관련 상담 및 대리",C
"각 업종의 인사 채용 관리자와 지속적인 미팅과 소통
새로운 업종의 기업 대표 네트워트를 통한 미팅",D
"공기청정기는 우리나라 대기 오염 및 실내 공기질(실내 공기질에 관한 법률이 제정되어 있음)이 악화되어 있는 상태에서 실내공기실 개선을 통한 건강 증진을 강조하고 있고
가시광 살균조명 등도 실내 유해균(박테리아, 바이러스 등)을 제거하여 예방 및 건강 증진 강조",E
"시장에서 뜨고 있는 건강식품 원료파악(원료업체, OEM생산 업체와의 소통)
제품기획, 개발, 생산(품목제조/광고심의 등 허가 사항)
제품 판매 컨셉, 촬영, 상세페이지디자인(쇼핑몰별 특성에 맞게 편집)
쇼핑몰에 업로드(판매, 배송, 정산, CS)
쇼핑몰(톡스토어, 쿠팡 등)과 폐쇄몰 기획전 참여
벤더 회사에 판매제안서 발송
특판 영업(각 회사에 맞는 제품구성/선물패키지 디자인)",B
국가기관 또는 지방자체단체에서 발주하는 지명경쟁 입찰공사를 낙찰 및 계약하여 부분 하도급 및 직영공사 시행으로 뛰어난 기술력과 시공원가 절감 능력을 발휘하여 기업의 이익 창출 및 고용 창출에 의한 지속 성장 노력,C
"고객사의 마트에 양곡.잡곡 납품
개점과 출점을 반복하는 소매유통업의 특성상 기존 거래 고객과의 관계 유지가 매우 중요함에 인적 네트워크이 유지.관리를 위해 핵심 인력의 육성 및 활동 지원",C
"가성비 높은 상품 개발을 통한 소비자 만족도 향상
하이엔드 상품 개발, 판매를 통한 브랜드 이미지 제고
화장품 성분에 대한 퀄리티는 필수적인 사항이며 브랜드가 추구하는 방향을 고려하여 그에 적합한 특성(발림성, 흡수력, 잔여감 등)을 가진 상품을 개발
화장품 특성상 눈으로 보여지는 느낌, 이미지가 중요한바 패키지, 용기 등의 지속적인 개발 및 디자인에 대한 비중이 높으므로 이에 대한 집중적인 투자 시행
가격경쟁이 치열하므로 원가절감을 위해 지속적으로 패키지, 용기 조사를 실시하고 좋은 조건을 얻어내기 위해 관련 업체간 경쟁을 통해 비용 절감 추진",B
"고객과의 지속적 커뮤니케이션 루트 확립.
안정적 공급 및 계절적 공급 불안정성의 정보 제공 및 사전 준비
제품 트렌드 및 세계적 연구 개발의 동향 파악 협의.",C
"고객이 어려워 하는 제품에 대한 마켓팅을 할수 있도록 지속 관리
고객의 신제품 홍보 -핵심에 맞게 창출하여 제안
이로 인한 고객의 매출 확대에 만족하여 주변에 권유 ->고객의 구전 마켓이 
큰 효과를 가져옴",C
"세상의 모든 기업과 고객에게 최신의 트랜드와 최고의 강의를 전달하고자 하는 IGM 고유 컨텐츠 개발
기업을 대상으로 효과를 거둘 수 있는 교육, 컨설팅, 워크숍, 세미나, 간담회 등의 진행, 운영
고객에게 새로운 경험과 감동으로 가치를 전달하는 모든 활동 (영상, 교육, 공간 등 모두)",C
"시장에서 요구되는 제품 개발 및 판매 및 고객사에 대한 제안
지속적인 지적재산권 확보
충실한 고객지원을 위한 충분한 인적자원 및 처리에 대한 인프라 확보
고객사의 요청에 따른 OEM 제품 개발",C
"사전 상호 신뢰를 바탕으로 욕실 설계 제안. 및 유행 패턴 선도 작업 제시
해외 및 국내의 신제품 정보 및 동향을 수시로 모니터링 후 시행업체에 제시",C
"고객사가 만족할 때까지 시안을 제시, 검토 확인해서 제작 설치함
또한 가격 절충에서도 고객사가 원하는 품질의 가격 제안을 다양하게 제시하고 결정함
작업 후의 지속성, 안정성을 감안하여 설치함.
철저하고 빠른 A/S로 고객사와의 관계유지.
제품과 납기의 신뢰를 얻고 협력사와의 관계 중요시함.",B
정부기관에서 발주되는 예산안을 파악하고 관공서에 접촉하여 제안 및 설계참여,E
"지속적인 신제품 개발, 품질향상, 원가절감 추구
공장 자동화를 위한 지속적인 연구 ",B
"시장 변화에 맞는 효과적인 자산운용, 영업전략 의 차별화, 리스크 관리를 통한 자산건전성 유지 등 경영환경 개선을 통해 경쟁력을 강화하려는 노력
예대마진으로 인한 이자수익에만 의존하지 않고, 건전성 관리, 스마트 금융서비스, 핀테크 활성화, 해외진출을 통한 사업영역 확장, 포트폴리오 다 각화를 통해 자산의 변동성을 낮춰 변화를 준비하는 동시에 단기 투자기회에 적절히 대응하여 수익구조의 다변화에 집중",B
"고객을 유치하기 위한 전력적인 마케팅 활동
시즌별 신제품 및 행사를 위한 활동
지역 상권분석으로 다른 상가의 제품들과 겹치지 않는 제품
제품의 퀄리티 및 청결상태
고객, 매장, 공장 직원들의 불만 및 애로사항
폐기물(유통 기간이 지난)을 줄이는 완급 조절
유통 및 판매 과정에서 최소한으로 인건비를 줄일 수 있는 방법",B
"삶의 질이 향상됨에 따라 여과 활동의 시간이 늘어나는게 현 상황이다.
이에 따라 수도권 및 유명 지방 자치 단체에서는 관광객 및 유동 인구의 흡수를 야간 경관개선 사업을 통하여 흡수화 하려는 노력이 많이 이루어지고 있다.
이에 발 맞춰 지자체의 야간 경관사업 활성화를 위한 야간 랜드마크를 지자체와 적극 발굴하여 기본계획 단계부터 예산 수립 및 이에 필요한 부분들을 적극지원 향후 사업에 우선권을 선점하는데 목표가 있다.
또한 국내 컬리티 있는 계획, 신축중인 또는 완성된 공원, 건축물, 교량 등 모든 건축주에게 직, 간접적인 영업 활동을 통하여 당사의 포트폴리오를 활용 예상 사업 계획서를 제출하여 영업 활성화를 극대화 시키는 게 당사의 비즈니스 포인트입니다",D
"사전 영업을 통한 주택 욕실 설계 제안
설계 반영을 위한 도면을 건설사, 설계사무소, 건축주에게 제안 영업
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공
신제품, 시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지
당사 영업팀에서 파악한 고객 니즈를 제품개발팀에서 기술 개발을 진행하여 특허 등록
외부 자재공급업체와 공동으로 제품을 개발하여 공동특허 등록으로 기술보유
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다.
인 채널을 통해 전문가 섭외
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청시 당사 영업팀에서 대응 활동",A
"회사뱡향 결정 및 전략 수립 (전략기획)
입지에 따른 건축물 가치 상향을 위한 디자인 (디자인본부)
기술력을 바탕으로 품질을 향상시킬 수 있는 모든 용도의 건축설계 진행
  (설계본부, 해외사업본부, 주거사업본부)
건설사업관리를 위한 CM사업, 감리, 사후관리 (CM본부)
설계기술 향상과 품질 저하방지를 위한 검수과정의 시스템화 (QC실)
설계전반에 대한 프로그램, 시스템 등의 연구 외",B
항상 해외 고객의 요구와 필요에 따른 물건을 제공하기 위한 홍보와 노력으로 벤더에 지정되고 또한 기한이 경과하여 재계약을 위해서도 최선을 다하고 있음,D
"국내외 IT산업의 흐름을 파악하여 선재적으로 기술개발하여 고객의 신뢰를 득하고 ㈜STCN의 제품은 타사와의 차별성이 있는는거를 고객이 경험하도록 한다.
해외수출시 대한민국의 자존감으로 만들어 해외고객으로부터 지속적 신뢰관계를 유지",C
"Local market내 신규현장 정보수집 및 현장 답사
기존 거래처를 통한 인맥관리",D
"서울보증보험 증권발급은 대리점이 한다는 것 강조 홍보
기존고객에게 신뢰를 구축할 수 있도록 정보제공과 애로해소에 적극적을 대처",D
"목표 고객(건설사, 설비회사)의 니즈를 세분화하여(아파트 현장, 오피스텔 현장, 연립주택 현장, 공장, 생활 편의 시설 등) 세분화된 각 현장에 맞는 제안서를 미리 준비하여 방문 영업.",C
"회사의 가치를 기존의 ‘기술, 품질, 이익’ 측면에 기반을 둔 경영가치(방침, 철학)에서 벗어나,
‘협력업체와의 상생관계 강화, (국내외 사업 추진 과정 상)사회적 책임 강화, 경영의 투명성 강화를 위한 지배구조 개선/강화 등에 기업의 가치를 둬야 할 시점임)
준공 프로젝트에 대한 사후 관리
기존 고객들로부터 후속 사업 수주 및 발굴을 위한 고객 관리",A
"양질의 인력을 공급하기 위한 국가별 인력 특성과 Management 제안.
해외 건설현장의 사전조사와 실행예산 관련 견적 참여
신시장의 선점을 위한 노동법 및 관련 규정 확인",C
"현장시공시 원청사와 공정협의를 통하여 현장 실정에 맞는 발 빠른 대처 및 품질 시공
공장 및 주기장에서 각현장에 문제 발생시 자재, 장비공급 등 신속 정확한 지원
보다 효율적이고 안전한 작업을 위한 신공법 개발 연구 및 특허개발
매 현장마다 설계 및 원도급사의 수행 방식에 맞춰 공사수행 방식을 업데이트",C
"건설사, 건축사무수 사전 영업을 통한 스펙 영업
건설사, 설계사무소, 건축주에게 제안 영업
건설사, 시행사, 건축주, 관공서 등 목표고객 영업 제안
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다.
방송 채널을 통한 영업
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청 시 당사 영업팀에서 대응 활동",C
"광고와 인맥을 통해 연락이 온 목표고객에게 영업
다른 교육업체와 협업하여 영업",D
"경영컨설팅의 핵심을 컨설팅결과이기 때문에 매일 매일 새로운 업데이트를 위해 1주일에 한번씩 정책자금 업데이트, 세무케이스, 노동법 이슈, 자금유치 이슈 등을 전문가 그룹에서 업데이트를 하고 있으며 그 내용을 회사 조직 전체에 전파하기 위해 다양한 시스템을 구축하고 있습니다. ",C
"유지관리 시설물 사전점검을 통한 대수선 비용 절감
교통량 증대방안 마련 및 시행",D
"국민의 주거안정 실현을 위한 토지 판매 및 공공주택(분양, 임대) 판매
삶의 질 향상을 위한 맞춤형 주거복지 지원(임대주택 알선, 저렴한 주택, 상가 공급)",C
"부동산 개발 계획의 정보 입수.
해당 부동산 개발 시행사 사전 영업
인테리어 회사와 도면 협의 및 제품 제안 영업
수입 제품 적용의 타당성 부각",C
"건설사, 시행사, 인테리어 업체 등에 유대감과 공감이 형성될 때까지 지속적인 방문을 하고 있습니다
또한 수입주방가구의 특성상 격년으로 개최하는 밀라노 가구 박람회에 업체 관계자분들께 일정을 말씀드리고 밀라노 페어 동반 관람을 통해 신기술, 새로운 디자인에 대해 공유를 하고 있습니다
인터넷 검색이나 업계의 핵심 유력 정보를 통해 관련 업체를 방문하여 제안하고 있습니다.",C
"발주처의 요구사항을 충족하기 위한 기술과 인재 확보
비용절감을 하면서도 고품질을 확보하여 발주처로부터 신뢰를 쌓는 것",D
