핵심활동,label
"자체 아파트 및 민간임대를 통한 분양 및 임대사업
토지주, 시행사, 재개발, 재건축, 대행부지 등 민간입찰, 민간공모 사업과 정부기관, 조달청 입찰, 한국토지주택공사, 대구도시공사 등 정부기관 입찰 공모사업
조달청 입찰, 한국토지주택공사 등 정부/공공기완 입찰 등 도로/교량, 철도/지하철, 환경/상수도, 정수처리 급수 시스템, 자동제어, 냉난방 공조 등 공공 및 민간 입찰 사업 등
SOC사업 : SOC민간투자사업 중 민간투자방식 BTL 사업(BuildTransferLease)",C
"개정된 세법 및 관련법률에 대한 주기적 교육실시를 통해 직원 역량 강화
지속적인 홍보활동을 통해 신규고객 발굴",D
"제각각 다른 현장에서 우수한 결과물을 만들어낼 수 있도록 기술력을 바탕으로 설계 변경 또는 제안을 통해서 공감대 형성
특허공법 적용",C
"업의 브랜드 자산 확인 및 Audit 
개발 목표 설정 
브랜드 속성구축 및 포지셔닝 구축 
브랜드 네이밍 개발 및 지적재산권 확보 
브랜드 디자인 개발 및 후속작업 (Application)
브랜드 커뮤니케이션 전략 
글로벌 브랜드 구축을 위한 컨설팅 ",A
"영업채널로부터 가능고객 리스트를 확보하여, 해당 고객 대상으로 다양한 영업 활동 수행
사업 부서(BM)와 공동으로 신규 서비스 개발, 인큐베이팅 및 출시
고객의 신규 니즈를 파악하기 위한 설문 등 조사 활동
서비스 QoS 달성을 위한 ICT 인프라 점검 및 업그레이드 
장애 발생시 영업 채널과 공동으로 고객 대응 
효율적 ICT 운영을 통한 비용 절감 추진",B
"고객의 요구에 귀를 기울인다
규제 및 정부정책에 선제적 대응되는 기술개발을 우선한다
동종업체와 차별화되는 기능형 제품을 개발하고 산업재산권을 확보한다
시장의 동향 파악 후 신속한 의사결정으로 시장을 앞서간다
SNS을 통한 광고활동시 고객감성이 되는 포인트를 찿는다",C
"주요 유통 채널인 약국 정보, 약사 회원 DB 구축
전문판매업자 회원 확보 우선 : 판매 대행 계약
유통 플랫폼에서 취급할 주요 웰케어 제품 개발",C
"영업할 회사의 사전 조사 
다양한 홍보 – 홈페이지, 회사소개서, 블로거. 
직접적인 영업활동
납품업체의 만족으로 인한 업체 연결
회사 브랜드의 인지도로 인하여 선택",C
"영업할 회사의 사전 조사 
다양한 홍보 – 홈페이지, 회사소개서, 블로거 
직접적인 영업활동",D
"영업할 회사의 사전 조사 및 다양한 홍보 회사소개서
인맥을 통한 영업활동. 박람회통한 새로운 고객사발굴 및 직접적인 영업활동",C
"해외 공장을 섭외/최저가의 상품 제조 
다양한 홍보 – 홈페이지, 회사소개서, 블로거 
직접적인 영업활동",D
"관급 수주(설계 및 감리)를 위한 동종 설계사와의 컨소시엄 확보
제안서 평가를 위한 평가위원과의 원만한 관계유지
보유하고 있는 신기술의 설계 적용으로 시공시 기술료 확보 
고객(건설사)와의 평소 소통을 통해 민간투자사업 노선 제안에 대한 이해증대 
고객의 필요에 부합하는 노선개발",B
기존고객이나 인맥을 통해 연락이 온 고객에 대하여 자문에 응대하고 고객이 요청하는 경우 소송사건을 수입하여 활동,E
"고객 니즈에 특화된 브랜드의 신뢰구축과 철저한 A/S 실현
모든 각 구성원이 내 집 짓는 정성과 마음을 갖을 수 있도록 조직역량 강화
현대인들이 갖고 싶고, 살고 싶은 공간으로 삶에 대한 사랑을 키워 나갈 수 있도록 설계되고 생활의 모든 니즈들이 해결되는 편리한 공간을 제공",B
가맹점의 주문에 따른 정확하고 신속한 배송,E
"Place Branding - Branded Environments
Space Design -  Exhibitions and Public Art, Public Facilities, Interactions
Environmental Graphic -  Signage & Wayfinding System, Color Plan, Motion Graphics
Service Design & Strategy -  CPTED, Master Plan, Consulting",C
"금융기관과의 밀접한 신뢰구축 (80-90년생 부동산금융인 모임 창설 및 활동)
철저한 공정관리 및 수분양자와의 공유를 통한 신뢰 정립",C
"기존 거래처와의 원만하고 긴밀한 유대관계 형성
사업 초기부터 설계에 반영될 수 있도록 함 
최종 소비자의 NEEDS 변화를 설명하고 니즈에 맞는 제품을 제안
취급 제품 뿐 아니라 연관 산업의 정보 및 기술에 대한 이해를 높임",C
"자동차 업계관련 된 협력업체 및 파트너를 모집하여 실적유발시 커미션을 지급하고, 이에 만족감을 느끼게 하여, 홍보도 병행할 수 있게 한다.",D
"품질관리 활동 : 초.중,종 검사 전산화 적용,외관 전수 검사 실행
가격경쟁력 확보 : 노후 금형 개선 및 CVT 막힘 복원 개선
원가인하 활동 : 적정 공장 가동율 유지를 위한 지속적인 수주활동
                        설비 활용도 변경 개선 : 다대라인 수평라인 변경 개선
지속적인 제품개발 : 고객 견적대응력 향상을 위한 일정관리 준수
(견적요청일 대비 MIN –1일 대응)",B
"건축되어질 대지에 대한 분석
건축주의 의도파악
요구하는 내용이 반연 된 계획도면 및 모형 등
정확한 설계 도면 및 성실한 감리",C
"고객의 요구에 맞는 제품 제안서 및 트랜드에 맞는 적정한 가격의 제품 추천.
도면 검토를 통한 적절한 제품 추천 제안
가격에 맞는 제품 추천 (믿을 수 있는 브랜드 적용의 유효 사항 중심 제안)
신제품 제안 및 적정가격 제안",C
차량 연료,E
"현장 방문 및 현황파악을 통한 제품 및 설비를 고객사의 실정에 맞도록 설계제안 영업
개발된 신기술을 접목시킬 수 있는 현장에 영업홍보 활동 
국내 및 해외에 기술을 홍보할 수 있도록 영업홍보물 작성.
국내외 전시회 참여로 신규거래처 확보
연구개발과제 수행 및 신규 사업분야에 대한 연구활동을 통해 회사 경쟁력 상승
신기술 및 신제품을 개발하여 특허등록 실시
기존에 거래관계에 있던 인맥관리를 통해 거래처를 다변화할 수 있도록 집중영업.",C
"LGU+ 전담고객별 최상의 서비스제공을 통한 지속적인 용역계약 추진
LGU+ 협력사 관리 지표별 철저한 대응을 통한 신뢰받은 전문기업으로 선정
여성기업의 경쟁력을 기반으로 시장 경쟁우위 전략으로 사업수주 활동 추진",A
"기간망 사업자 등 고객사별 지속적인 고객 CARE 활동 추진
제안 사업 관계사별 신뢰받은 전문기업의 역할 제공
시장 흐름의 신사업 변화에 선도적 역할이 가능하도록 지속적인 TF조직 운영",C
"기간망 사업자 등 고객사별 지속적인 고객 CARE 활동 추진
지역 정보통신사업 관계사별 신뢰받은 전문기업의 역할 제공
신사업 추진의 선도적 역할이 가능토록 TF조직 운영",C
"시공성이 우수하고 경제성 있는 신공법 개발 능력
구조계산, 도면 작성 능력을 통화 공법 실현화
신제 시공을 통한 공법 반영",C
"발주처의 요구사항을 충족하기 위한 기술과 인재 확보
비용절감을 하면서도 고품질을 확보하여 발주처로부터 신뢰를 쌓는 것",C
"미들웨어를 통한 안정성/고성능/유연성/확장성을 보장하는 기업의 인프라 솔루션 제공
대내외 통합 및 전사 인터페이스 Life-Cycle 관리를 위한 Interface Framework 솔루션 제공
업무로직의 설계, 개발, 운영까지 신속한 변경을 통해 기업의 경쟁력을 보장하는 Business Framework 솔루션
시스템 상태를 점검하고 최적화하는 System management
DB의 효율적인 관리를 위한 환경의 국산화
기존 메인프레임 환경에서 운영되어 온 업무 시스템을 오픈환경 플랫폼으로 전환하여 그대로 운영할 수 있도록 제공하는 마이그레이션 솔루션",A
"설계사무소를 통한 신기술로 사전 특허제품 설계제안
건설사, 관공서 등 신기술 협의를 통한 제품 제시 및 시공
특허등록으로 인한 제품을 출시
기존 거래처(건설사, 관공서)협의 요청시 빠른 대응 활동 및 당사 특허제품 제안",C
"제품의 단가 인상/인하가 예견되는 경우, 고객에게 해당 정보를 전달하여 고객의 사업활동에 보탬이 되도록 상호교류
제품의 규격별 생산계획을 미리 고지하여 고객의 사업일정에 부합하도록 생산시기 및 납품일정 조율 ",C
"최신 트랜드 조사 및 신규 제품 디자인 제시 및 미팅 진행.
신규 프로젝트의 수주를 위한 가격 타협점 제시 및 원가 절감 전략 제시.
신규 프로젝트 샘플링 리드타임 단축 및 대량 생산 시 문제될 사항 사전 체크.
바이어의 제시한 컨셉의 실질 제품디자인 제작, 그에 따른 피드백에 지속적인 샘플링 수정.
실질적인 직접 사용을 통한 바이어에 니즈에 맞는 제품을 제작 및 소통.
주기적인 소통과 미팅을 통해 고객관리 유지.",B
"당사가 수행했던 P/J의 홍보영상과 자료를 제시함으로써 당사의수행능력을 인정받고 제시된 도면에 추가하여 VE를 제공하여 고객만족을 확보함
고정고객사의 신규사업정보를 사전확보하여 Study함.
고객사 및 협력업체와의 정기모임을 통한 정보취득.",C
"시설물 운영의 개/폐점에 따른 인원 통제(출입자, 작업자, 상품 입/출고, 대외기관 관계자)
시설물 안전점검을 통한 안전 유지상태 관리 <취약지구> 화기 취급장소 (주방, 공동주방, 행사장 外), 낙상/부상 위험지역 (계단, 주차장, 외곽 外) 누수지역 (화장실, 수족관, 스파 外), 전열기구 사용구역 (매장 탕비실, 사무실 外)
영업 중 고객 불편사항 신속 해결 (위기상황 구급활동 및 인명구조, 고객 매장안내, 실종아동 찾기, 반려견(묘) 보호자 안내 外)
코로나 방역관리 및 고객안내 (방문자 체온측정 및 마스크 착용 등의 거리두기 실천안내, 밀집구역 방역관리, 중요구역 방역 外)
보안 개인정보관리 및 고객사와의 정보 공유관리 (안전팀, 총무팀)
관공서 관계지향 관리 (관할 경찰서 생활안전계, 대테러방지국정원, 관할구청 보건소)
기타 (동업계 실무자와의 업무 공유)",C
"전체 매출액의 15%는 R&D에 투자, 중소기업의 경우 R&D 기술개발을 위해 정부지원금을 받고 있음(지원받은 누적총액 70억 수준)",D
"원하는 지역 토지 매입,
자금력 있는 투자자 유치",D
"철강업계 근무경력을 바탕으로 고객사 현장에 필요한 글로벌 철강경기동향 및 내수시장 정보 제공 등 차별화된 마케팅 활동
특히 Sales Engineer 로서 고객사 현장의 정보Needs를 적기에 제공하는 활동",C
매 시즌 지속적으로 신상품 제안 밀 품질 제시 후 각 브랜드 품평회를 통해 납품계약 체결,D
"고객사 니즈에 따라서 신뢰성 높은 각종 조건 평가와 데이타제공 그리고 신속한 샘플대응 
고객사 니즈(최신 개발안건 / 개량 등 곤란한 상황) 를 얻기 위해서 정기적인 메일 전화 연락 관계형성  
고객사 유익한 정보 제공 메일 / 방문설명 / 홈페이지 업데이트 ",B
제품개발 및 꾸준한 인적 교류,D
"가설자재 임대를 위하여 최고의 품질 좋은 자재를 설계도면에 맞게 구조 계산을 하여 공급한다.
유로폼과 같은 건설가설재의 신개발을 통해서 약 30%이상의 가설재 무게를 경감하여 시공성을 편리하게 한다.
박리재를 바르지 않게 함으로써 환경친화적 제품을 공급한다.
기존 가설자재의 취약점을 보완함으로써 추가 공정의 단계를 줄여 원가절감 및 환경 위해요소를 경감한다
자재의 개선과 우수성은 높이고, 가격은 동일하게 제공함으로써 가성비를 확보한다",A
"상장사, 비상장사의 자금 조달 필요한 규모, 시점을 파악하여 적기에 자금 조달을 성공 하는것 임",D
"설계 반영을 위해 도안 및 시안을 작성하여 시각적 효과 강조를 통한 설계변경 제안 
철저하고 섬세한 실측을 통한 자재절감 및 공기단축",C
"건축도면 설계영업을 통한 스펙인 영업 활동
도면상 표기된 대로 시공되고 있는지 현장확인 활동
SH, LH 시방서에 당사 제품이 스펙 될 수 있도록 활동
기존 단열재 거래 업체에는 수장공사 건을 수장공사 업체에는 단열재 판매를 할 수 있도록 영업활동",C
"제품의 품질 개선이나 업그레이드 디자인 변경이 시장에 맞게 변할경우 주요 고객 방문을 통한 직접적인 면담
판매처의 자존감이나 우월성을 유지 하기 위한 개발후 각종 디자인,특허 등록을 통한 독점성 확보",C
고객 니즈에 맞는 제공되는 상품 및 서비스에 대한 안정적인 세팅 후 영업활동을 비즈니스코어로 함,C
"사전영업을 통한 제안
신제품 설치를 위한 자세한안내",E
"건설사, 대리점 스킨십 영업
고객 니즈에 맞는 욕실용품 개발 
기술력, 품질경쟁력 확보 
유통 채널 확대 ",C
"모태펀드 운용를 통해 자펀드 출자 및 사후관리
민간에서 운용하기 힘든 정책 펀드의 직접운용(엔젤투자매칭펀드 등)
해외의 자본 유치 및 투자기업의 해외진출 지원
벤처투자 활성화를 위한 연구활동 및 정책연구 강화 등",A
"당사가 추구하는 목적에 맞게 적재 적소에 필요한 KEY-MAN 영업.
인맥을 통해 KEY-MAN 소개받고 프로젝트 진행.",D
"고객의 현장 상황에 맞는 스마트팜 설비 규모 및 계획의 제안 및 설치
신규 스마트팜 시스템 개발
연락이 온 고객에게 스마트팜 시스템에 대한 상담",C
"자문 업무의 경우, 광범위한 분야에 있어서 사전적인 법률 검토를 통한 분쟁의 최소화에 노력/향후 소송화 되었을 때를 대비한 각종 준비 
소송 업무의 경우, 소송에 있어서 최선의 결과를 도출해내기 위한 전방위적인 노력 ",C
"거래처와의 지속적인 미팅 등으로 유대 강화
궁금사항에 대하여 적극적으로 컨설팅",D
"고객사의 Needs를 분석하여 최적의 솔루션을 제안하는 솔루션마케팅
각 산업군별 기술~디자인 트랜드를 분석하고 앞서나가는 시장지표 관리를 통한 미래 변동성 대비
고객사의 성장 및 육성이 곧 기업의 성장과 생태계 강건화임을 중시하는 기업문화
건설공사의 Pjt 초기에 반영될 수 있도록 설계도서/시방서에 당사 강재 및 이용기술 Spec-In 활동
긴급 납기 및 Pjt향 중요도에 따른 유연적인 납기 및 가격 협상",A
"건설 시행 주체의 요구사항에 대한 정확한 인식과 해결책 제시
건설 시행 주체가 필요로 하는 적임자 파견과 본사에서 협력하여 성공적인 사업 수행",C
"대학 및 연구기관, 연구자 등을 위한 정부지원사업 설계 및 제안
대학 및 연구기간, 연구자 등을 대상으로 사업홍보를 통해 정부지원사업 참여 유도
연중 대학 및 연구기관, 연구자 등 대상으로 의견수렴을 위한 활동(사업설명회, 간담회, 설문조사 등)
정부 수주사업에 대한 성과창출로 지속적인 예산확보",B
"고객사와의 원활한 의사소통- 고객사의 제품 개발단계부터 참여하여 자사의 기술 및 노하우를 접목.
고객사의 요청에맞는 제품생산- 가격,납기,품질…",C
"사전 현장 영업을 통한 현장 상황(터널 규격)에 맞는 니즈 파악 후 적정한 장비 모델 제안 영업
세밀한 부품 재고 관리로 핵심 부품 항시 보유
현장에 상주중인 건설사 직원들과 장비 오퍼레이터들의 정기적인 미팅으로 진행중인 작업의 상황과 계획 수립으로 현장 관리
이로 인하여 장비의 문제점 사전 파악 가능하여 다운타임 방지 차원의 정비수리 가능
로비트코리아의 착암자재 신제품 개발, 천공시간 단축을 위한 기술 개발지원으로 현장에서 결과 및 현황 제공
인맥을 통해 연락이 온 목표고객에게 공격적인 영업 활동으로 고객사 추가 확보 
기존/현 거래를 하고 있는 목표고객에서 신규 현장/프로젝트 진행에 필요한 협의 요청시 당사 영업팀에서 즉각 현장 방문하여 대응 활동",B
"설계 스펙 활동 
국가 기관의 법규 변화에 능동적 참여
현장 mock up 시공 및 시공 방법 제안 
시스템에 필요한 외부 소재 개발 
제품 및 서비스의 life cycle 에 따른 신제품 및 서비스 개발 
Competitive Intelligence 활동  ",A
"주기적인 회계/세무 지식 Update
고객사의 규모에 따른 합리적인 단가 제시
업무 수임 후 지속적인 contact를 통해 고객과 일정을 조율하고 적시에 보고서 발행
고객의 회계/세무 관련 Issue 사항 문의에 대하여 적시에 보고서 형태로 회신
세무사, 변호사 등 타 전문가와 관계를 형성하여 협업이 필요한 경우 업무 수임
기존 고객사의 니즈를 파악하여 적절한 서비스를 제공하여 소개를 유도",B
"우수제품 등록을 위한 NET, NEP제품개발
특허등록을 위한 R&D개발회의
주고객사와의 meeting
생산system 점검 및 향후먹거리 구상",B
"미래 세대 지향적인 가치 강화 
신차, A/S, 중고차 영역 전반에 걸친 모든 고객 여정(Customer journey) 서비스의 디지털화 
CRM(고객 관계 관리) 프로그램 및 프로모션을 통한 차별화된 고객 경험 제공 
다각화된 고객 분석을 바탕으로 한 신뢰 강화 등의 내용을 담고 있다.
디지털 문화에 익숙한 20~30대 MZ세대(1980~2000년대초 출생한 세대) 등 미래 세대 고객과의 소통을 지속적으로 확대
글로벌 이스포츠 기업 '젠지 이스포츠(Gen.G esports)'와의 업무 협약을 통해 디지털 기술과 콘텐츠 소비를 즐기는 미래 세대의 수요와 관심사를 적극적으로 파악해 대응
지속 가능한 가치를 공유하기 위한 사회 공헌 활동인 '드림그림 장학사업'
세계 최초의 메르세데스-벤츠 디지털 쇼룸으로 운영 중
디지털 모바일 전시장인 '디지털 큐브'를 브랜드화 해 지속적으로 개발·운영하고 있다. 향후 디지털 서비스를 실현하기 위해 실시간 소통이 가능한 채널과 챗봇을 운영할 예정이다. 고객 경험을 통합해 제공하는 옴니채널(Omni Channel)도 구축한다.
한성자동차는 다양한 CRM 프로그램을 통해 고객에게 한성자동차만의 차별화된 경험을 제공한다. 자사 고객을 위한 커뮤니티 'H.Community(한성커뮤니티)'를 통해 고객의 관심사 및 특성에 맞춘 다채로운 이벤트를 제공해 고객 만족도를 높이고 있다. 올해 첫 선을 보인 'AMG Playground(한성자동차 Mercedes-AMG 고객 클럽)'를 시작으로 향후 VIP고객 및 2030세대를 위한 커뮤니티로도 확대한다. 한성자동차 자체의 보증연장 프로그램 및 각종 차량 관련 프로모션 등 경제적인 혜택과 함께 차량 유지 관리에 있어서도 차별화된 경험을 제공",A
"LG하우시스에서 생산하는 자재를 건설사에 지속적으로 샘플을 제공하여 모델하우스에 당사제품을 스팩하여 최종적으로 납품할 수 있도록 영업하는 활동
LG하우시스에서 개발된 신제품을 건설사에 제안하여 스팩 될 수 있도록 영업",C
"LG하우시스에서 생산하는 자재를 건설사에 지속적으로 샘플을 제공하여 모델하우스에 당사제품을 스팩하여 최종적으로 납품할 수 있도록 영업하는 활동
LG하우시스에서 개발된 신제품을 건설사에 제안하여 스팩 될 수 있도록 영업",C
"면담과 소통
실적과 기술력홍보",E
"핵심 파트너회사의 정보 파악  (신모델 , 투자내용, ..)",E
"발주처와 평가위원 홍보
타 설계사무소와의 공조와 협력",D
글로벌 시장 파악 및 고객사 내부 진행방향 파악 (자동차 전자장치 부품 생태계 파악),E
"사전 영업을 통한 주택욕실 설계 제안
설계 반영을 위한 도면을 시공사,건설사,설계사무소에 제안
인맥을 통한  고객에게 영업",C
"HUG 표준PF / 신탁사 책임준공을 활용하여 수주활동 전개
제안형 기획으로 분양성 양호지역 집중공략과 적극적인 고객맞춤형 Pre-con서비스 제공으로 사업기회 선점
실적분야(도로, 단지, 조경) 및 미실적분야(고속도로, 철도, 항만 등) J/V(joint venture) 강화
대형 민자사업 참여추진을 위한 선행영업 강화
금융사, 시행사 정보수집활동 강화를 통한 민간 수주Pool 확충
직무효율성 제고를 위한 내부시스템 재정비 및 전문 역량 강화
통합발주 / 우수신규업체 발굴
인맥을 통한  고객에게 영업",A
"고객이 소유한 부지에 적정한 설계를 제안 하며 
부지가 가진 장점의 마케팅 요소등을 제안",D
"건축물 3D 시뮬레이션을 제작하여 건축주에게 예상 건축물 소개
공공 건축물 현상설계 참여
인맥 및 광고를 통해 방문한 고객들에 대한 홍보와 영업활동
기존 거래처 관리 및 영업활동
인. 허가권자와의 지속적인 관계 유지",C
"사전 영업을 통한 미래가치의 목표제시를 위한 설계제안
건축주의 건축물 신축에 대한 다양한 고민과 걱정에 대한 해결방법 제시
설계VE를 통한 보다 가격경쟁력을 보유하고 있는 설계대안 제시
회사 보유의 신기술, 신공법을 통한 공사원가 절감과 하자발생 빈도 저감
기존 고객에 대한 다양한 건축설계정보 제시",B
" 건설사에 밴더등록
 차별화된 제품 및 압착공구의 개발 및 홍보
 고객에게 필요한 호용의 가치제공- 기술, 경제성, 안전성, 사후관리 등의 비교평가     외 기타 ",C
설계제안 영업,E
"자사만이 제조할 수 있는 고도의 기술이 집약된 제품 개발
소비자와의 직접소통을 통한 니즈 파악",C
"건설사 스팩영업 / 납품관리
온라인 상품판매를 위한 상품개발 및 판매관리
인테리어업체 상품 판매관리",C
"건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공",D
"발주자 및 피분양자들의 니즈에 맞는 현장 시공, 우수한 품질의 생산(아파트)",D
"프랜차이즈 사업을 필요로 하는 사업자에게 프랜차이즈 사업 시스템을 제공
마케팅 영역이 익숙치 않은 소상공인에게 마케팅 페키지를 쉽고 저렴하게 제공
감각적인 디자인 및 광고문구를 이용한 효과적인 광고 효과 제공",C
"매출 규모가 적은 많은 소기업들과 거래를 하면서 한번 만나기가 2-3년 걸려도 꼭 한번씩 방문하여 불만 상황 외 요청 상황 등 우리가 개선해야 할 사항 파악하여 대응해 주는 일
CLAIM이 발생하면 적극적으로 개입하여 고객의 요청사항을 최대한 반영하여 신속하게 처리 될 수 있도록 함(CLAIM 전담 업무 요원 별도 있음)",B
"고객이 필요시 찾을 때에는 가능한 바로 찾아 뵙고 요구하는 부분을 설명하고
빠른 견적 제출입니다 견적 제출 이후라도 더 필요한 부분이 있는지 효과적으로 절감할 수 있는
부분을 제시해 주는 것",B
"기술개발 및 제품개발 : 생산성 향상, 고품질 채소, 항암채소, 저칼륨채소, 저전력 인공광 개발 등
판매처 확보 : 호텔, 백화점, 고급레스토랑, 유기농판매처 등
블로그 활성화 : 컨텐츠를 지속적으로 올리기
인스타, 페이스북에 홍보하기",C
"회계감사: 고객이 작성하는 재무제표의 적정성 여부에 관하여 독립된 제3자인 감사인이 전문가 의견을 표명함으로써 재무제표에 대한 사회적 신뢰성 향상
경영자문: 경영전략, 재무관리, 인사, 노무관리, 생산관리, 판매정책 등에 관해서 고객에게 효과적이고 성공적인 방안을 제시
인수합병: 고객의 수평적 수직적 합병 및 인수를 통한 기업 규모와 범위의 경제를 향상시키는 활동
세무자문: 법인세 신고 및 세무조정계산서 기타 세무관련서류의 작성 등 세법의 테두리 안에서 세부담을 최소화할 수 있는 최선의 방안을 제시",C
"고객사 및 근로자 만족을 위한 양, 질의 식사 제공
식품위생사고(집단 식중독 등) 방지를 위한 위생 검열
월 단위 설문 조사 및 고객사 노동조합 미팅 진행을 통한 불만사항 접수 및 개선
공관업무 적극 대응(위생국, 경찰, 환경경찰 방문 등)
고객 감동을 위한 월, 분기, 반기, 연간 단위 이벤트 진행 (뗏(구정), 쭝투(중추절, 추석), 여성의 날 등)",A
"완벽한 품질 시공
주기적인 시공사 관계자 인맥 유지",D
"신제품 개발
제품개발을 위한 Concept 개발, 고객 니즈 파악, 프로토 타입, Sample 생산 등
제품 생산
제품 생산을 위한 자재구매, 생산라인 정비, 라인 계획 수립 및 생산
제품 이동
생산된 제품을 해당 국가 및 채널에 배송하기위한 해상/항공 운송 작업실시
판매영업별 마케팅 활동
각 해당 채널에 할당된 제품 운송 및 배치, 관련된 마케팅 활동 수행 
사후 AS 요청 및 처리 주기적인 시공사 관계자 인맥 유지",B
"안전하고 신뢰할 수 있는 우수 식품 공급
신속하고 정확한 클레임 대처
식품 물류를 위한 철저한 위생 관리 
담당직원(수발주, 배송 기사)의 친절교육
신상품 또는 식품 관련 정보 제공",C
"고객 니즈에 의한 신제품 개발 및 불만 즉시 해결
고객과의 신뢰 확보",D
"의약품 등의 생산 및 판매(의약품, 의약외품, 의료기기, 건강기능식품, 식품, 화장품 등)",D
"지속적인 고객과의 소통
사소한 정보도 소중하게 전달하는 노력",D
"목표고객의 신속한 납기 요청에 대해 해외 본사에 요청하여 빠르게 대응
제품 불량시 적극적인 대응 및 교체
제품에 대한 각종 해외 인증서 및 기술자료 요청시 단시간내에 응답
총판권한으로 각 채널들의 영업권 보장",C
"양질의 인력을 공급하기 위한 국가별 인력 특성과 Management 제안.
해외 건설현장의 사전조사와 실행예산 관련 견적 참여
신시장의 선점을 위한 노동법 및 관련 규정 확인",C
"기존거래처를 활용한 다양한 영업 루트 활용
건설사를 통한 납품제안 및 수주
대리점 고객을 통한 영업 활동",C
"신규 수주를 위한 영업활동
기 수주 프로젝트의 효율적 관리활동 (품질, 안전, 공기, 원가, 규제)
준공 프로젝트에 대한 사후 관리
기존 고객들로부터 후속 사업 수주 및 발굴을 위한 고객 관리",B
"고객 니즈에 부합할 수 있는 전문가의 채용 및 육성
고객과의 원활한 소통을 통한 고객이 해결하고자 하는 문제에 대한 정확한 파악 및 진단
베스트 프랙티스에 대한 벤치마킹, 미래 트랜드에 대한 이해, 고객의 역량을 고려한 최선의 솔루션 도출
선정된 전략 및 솔루션에 대하여 고객사가 실행력을 확보할 수 있도록 지원 ",B
"경쟁사 대비 실적 증대를 위한 플랫폼 서비스 강화
금리 경쟁을 위한 중금리 시장 개척
온프라인 영업을 통한 광고비 절감
고객 편의를 위한 비대면 서비스 강화
다양한 여.수신 서비스 증대
민원을 줄이기 위해 전문 상담사 배치",A
"디자인에 필요한 프로그램의 원활한 작업을 위한 학습 및 숙달
제작 공정을 담당하는 파트별 공장과의 유대와 수준 점검
새로운 제작 기법을 보유하거나 수준 높은 술을 가진 공장의 섭외",C
"매출 규모가 적은 많은 소기업들과 거래를 하면서 한번 만나기가 2-3년 걸려도 꼭 한번씩 방문하여 불만 상황 외 요청 상황 등 우리가 개선해야 할 사항 파악하여 대응 해주는 일
CLAIM이 발생하면 적극적으로 개입하여 고객의 요청사항을 최대한 반영하여 신속하게 처리 될 수 있도록 함(CLAIM 전담 업무 요원 별도 있음)",B
"지속적인 고객과의 연결
끊임없는 신기술 개발
최상의 설비 품질
유저 요구에 대한 납기준수
전문 기술을 가진 엔지니어의 보유",B
설계도면 파악 및 분석을 통해 설계오류와 보안점 제안,D
