핵심활동,label
"기업고객이 선호하는 우수 브랜드의 상품이나 트렌드 상품을 분석하여 총판 및 독점 혹은 판매대리점 자격 획득 후 상품기획 및 마케팅 활동에 참여
유통트렌드를 분석하여 선호되는 상품군을 선정하여 시장조사후 제조사나 수입사를 통해 상품 소싱
최종사용자인 대기업, 중견기업이나 중소 유통판매회사들이 필요로 하는 제품포장, 물류, CS, 고객 피드백 등을 자체 물류창고와 자체인력으로 시스템화하여 신속한 고객대응이 장점임
중소 유통판매회사들이 필요로하는 웹이미지,웹자료등을 신속하게 제작, 지원",A
"거시경제 등 Market Information에 기반한 고객/시장 수요 예측
수요 예측에 기반한 제품 생산-판매-재고 관리 (Sales & Opearation)
고객/시장의 니즈 및 경쟁사 제품에 대응하기 위한 신제품 상품기획 및 개발 
딜러 개발/육성 및 Key Account (대형 수요처) 등의 영업 역량 강화 
Tier 1 경쟁사 수준의 제품 품질 확보
가격 경쟁력 유지를 위한 지속적인 원가절감
굴삭기 자동화/전기화 추세에 대비한 기술투자 ",B
"건설사 및 설비업체의 시공상 불편함을 줄이는 개발 활동을 한다
단발성 거래보다는 지속적인 거래를 위해 인맥관리 활동을 한다",D
"건설사, 설계사무소 설계제안을 통한 반영
간편시공법 개발로 특허 취득으로 구매고객 확대
품목 확대로 다변화 추구
다양한 품목으로 선택과 구매욕구 충족",C
"솔루션 도입을 통한 효과 및 사후 관리서비스
물류 접수 플렛폼 운영으로 고객의 편리와 시간절약",D
"일반적 부직포형 마스크 뿐 아니라 기모형태의 폴리에스테르 등 다양한 소재/다양한 색상(화이트,블루,핑크,블랙)의 차별화된 제품력을 바탕으로 저가형부터 프리미엄급까지 고객사의 선택폭을 넓힘.
고객사 로고 등 원하는 니즈를 최대한 반영 제안.
기존 고객사 신제품 개발시 식약처 허가등록 등 원스톱 서비스 제공.
해외 수출품에 대한 OEM 진행시 다양한 노하우를 통해 국내외 법규 이행 및 포장디자인 등 신속하게 진행.",C
"현재 중소기업 상황에 맞는 부품조달 및 기계제작
대기업 상담을 통한 맞춤 기계 제작
자동화시스템 기계 개발 및 설치",C
"대기환경보호법 및 수도권대기환경보호법 등의 발효로 LPG로의 연료전환 설계 제안
도매 가스사업자와의 인맥을 통해 소개 마케팅 목표고객에게 보일러/버너/AS 판매 등의 영업
고객의 현재 사용연료의 경제성 검토 컨설팅을 통해 연료전환 제안
국내 최대 LPG공급사와 공동으로 LPG공급 영업망 확충 및 그에 따른 산업용보일러 고객 확보
국내 아스콘 생산업체의 LPG로의 연료전환 제안과 그에 따른 버너 판매
KT의 ENERGY GIGAtopia 일환으로 big data를 활용한 에너지효율화사업 사업파트너-산업체부문",B
"관공서(상수도사업소등) 계획 및 예산확인
조달청 공공입찰 확인",E
"신규 기술 세미나를 통한 신규 제품 수주로 고객 지속 유지 및 신규 확보
가격 경쟁력 확보를 통한 BIDDING 참여하여 개발 수주 및 양산 전개
신성장 동력인 5G 관련 산업 제조업체 SERCH하여 마케팅부서에서 영업 추진(5G 안테나 케이블 모듈)
※ 당사의 5G 안테나 CABLE 모듈이란 기존에는 CABLE을 전선으로 사용했지만 mmWave의 속도를 전송하기 위해서 FPCB로 대체한 모듈임",B
"고객 기술 트랜드에 밎는 기술 로드맵 제시와 정기적 미팅과 목표 과제 설정 수행
고객사 제품에 채용될 기술과 고객 경쟁사 제품보다 우위 확보에 대한 당사의 맞춤형 제품 개발로 기존사에 비교 우위로 전략적 기술 장벽 구축(세계최고 제품 리딩 경우)
마케팅 인력들의 기술 영업력 확보로 고객 니즈에 맞는 적기 대안 제시와 스피드 확보 
상시 글로벌, 국내 시장 변화와 동향 등 트랜드를 분석하고 이를 통한 정보를 활용하고 고객 핵심 인원들에게 적절히 재공 함으로서 개인적 조력사로서의 관계십도 유지
고객사와 대학교, 연구기관들과 다양한 기술 부분에 있어 3사 산학활동을 진행 차세대 기술 확보와 특허 등을 공유 전략적 파트너쉽 강화 활동",A
"생산 공정의 기술 트랜드 변화가 있는데, 빠른 기술 습득을 통한 제안 활동 
장비 단가를 줄이기 위한 내부적인 개선 활동, 우수한 협력사 발굴 ( 가공업체 )
신규 시장의 경우 새로운 장비 연구개발 및 고객사에 데모 시연을 통해서 한발 빠른 영업활동. 
고객에 제안과 CS를 통해서 지속적으로 유대관계를 유지한다.
신규장비 개발시 특허 등록해서 회사 자산으로 등록",B
"대리점주와 설계사들에게 제품기능 및 건강에 대한 배움과 솔루션 제공
지속적인 연구 개발로 특허 등록을 통해 기술 보유 
보도자료와 함께 제품 세일즈를 위해 이벤트 진행
사회공헌 CSR활동을 통해 건강관련 사업 후원(ex. 여성단체, 희귀난치성환아)
CCM활동을 통해 공정거래 지속
수직계열화로 원료부터 완제품까지 일원화 시스템 유지
프로모션을 통한 영업활동(ex. 샘플지원, 2+1지원)
방문판매에 관한 외부강사 강의 노하우 전파와 대리점 영업 컨설팅",A
당사는 욕실자재 생산업체인 대림비앤코의 국내 최대 대리점으로서 건설사 및 유통업체에 대림제품공급,E
"공장 공조설비 설계 및 시공
사무동, 식당동, 직원 기숙사 대상 중앙공조 및 개별 공조 시스템 설계 및 시공
신규 공장 건립에 따른 컨설팅 자문 계약
용역 대행을 통한 수익 ",D
"신제품 출시 전 충분한 테스트 진행을 통해 부작용 최소화
충성 고객을 대상으로 제품의 개선사항 의견 수렴 및 반영을 통해 지속적 유대관계 유지
자체 연구실, 생산설비 시설 확보로 원가 절감 및 핵심 기술 확보
다양한 방면의 전문가들과 협력을 통해 심도있는 상품화 검증 단계를 거쳐 신개념 제품 개발 출시
현장 업무 및 고객지원팀에서 파악한 고객의 변화된 니즈를 제품에 반영하고 전문 연구센터에서 관련 특허를 지속적으로 연구/개발
기술 제휴 가능한 관련 업종의 동향 및 시장파악으로 파트너사 지속 발굴
긴급/위기 상황에 빠르게 대처하기 위해 고객상담실 24시간 운영 ",A
"인테리어, 건설사에 제품 제안을 통한 SPEC영업
기존 거래처를 통한 신규거래처 생성
유선 또는 현장미팅을 통한 구매문의시 적극적 대응",C
"가정용 욕실 및 공용화장실 설비아이템 SPEC제안
온라인판매를 위한 욕실 아이템 개발 및 홍보",C
"사전영업을 통한 제안
신제품 설치를 위한 자세한안내",E
"주력제품인 타일은 유행에 민감한 제품 임. 이에 분기단위로 시장에 선보일 디자인들을 상시 개발하여 고객의 니즈와 시장의 요구에 맞춘 제품의 제안
해외 생산의 특징상 가격경쟁력이 있는 공장의 제품을 상시 제안
제품의 특성상(SIZE, 질감 등) 미성숙한 시장에 새로운 제품을 제안하여 끊임없는 가능성 확인
영업조직의 기동성(다양한 고객과 적시에 만날 수 있는)확보를 위해 업무 최적화
수입 제품의 특성상 환율이 원가에 미치는 영향이 크므로 환헷지 등 금융활동
고객사의 동향, 정책 등 민감한 사항에 대한 발 빠른 대응",A
"단순히 설계 소프트웨어만을 판매하는 것이 아닌, 고객과의 지속적인 교류를 통해 니즈를 파악하여 고객의 니즈에 맞춘 기술 개발을 자체적으로 진행 및 고객 맞춤형 솔루션 제공
ZWCAD, ZW3D, CADbro, CADPocket 및 3rd-Party 제품의 기술력 및 3D스캔, 보안솔루션, AI기술 등 다양한 분야의 4차 산업혁명 시대의 유망기업들과 협업하여 스마트팩토리, 스마트시티 구축을 하는데 있어서 최적의 디지털플랫폼 환경을 제공
언택트 시대에 맞춘 클라우드 서비스 제품(CADbro)을 통해 복잡하고 무거운 도면 작업으로 인해 비대면 협업이 힘든 3D설계 근무자들에게 최적의 협업 솔루션 제공
personal mobility의 발전으로 인해 국내 및 해외에서 많은 수요가 발생하고 있어, 자체 기술력을 통해 전동킥보드 개발 및 공급을 목표로 함",B
"소개영업을 위하여 많은 사람과 접촉
법인대표와의 세무적 문제 해결을 위한 학습
FC들의 활동을 지원하기 위해 조인웍
신인FC의 발굴 및 입과 리쿠르팅 활동
기계약자 철저한 관리
수금업무 및 보험금지급 관리업무",C
양질의 타일 및 위생도기 제품을 시공사에서 믿고 쓸 수 있도록 기술 제안을 한다,E
"프로젝트별 친환경 관련 인증 취득을 위한 최적의 솔루션 제공
(제로에너지 건축물 인증, 녹색건축인증, 건축물 에너지효율등급 인증,
장애물 없는 생활환경인증, 장수명 주택인증, 등 )
건축물의 생애주기비용 (Life Cycle Cost)을 최소화, 최적화 시킬 수 있는 솔루션 제공 및 상세한 분석 데이터 제공",E
"영업 조직이 수시로 고객의 니즈를 파악하여 회사에 보고
회사에 보고된 고객의 니즈를 로드맵으로 작성하여 컨설팅 및 연구개발 조직이 SW개발에 집중
제품 설명회를 통하여 고객과 제품의 간극을 최소화함",C
"건설사 스팩영업 / 납품관리
온라인 상품판매를 위한 상품개발 및 판매관리
인테리어업체 상품 판매관리",D
"인터페이스 프레임워크, 비즈니스 프레임워크, 미들웨어, 시스템 매니지먼트, 리호스팅, 데이터베이스 관련의 판매 및 클라우드 환경의 솔루션 제공
제품의 유지보수를 위한 QA활동, 연구개발 활동
제품의 홍보를 위한 영업 활동
고객사에게 제품의 사용법을 알리는 강의 활동",B
"설계영업을 통한 설계 반영
고객관계 유지
연락이 온 고객 응대",D
"수요를 예측하는 것 입니다.
예를 들어서 오래된 경험을 바탕으로 화물차 수요가 발생하는 곳을 알아내는 것인데,가장 힘든 일이며 산업수요를 어떤 업체가 필요로 하는 곳이 어디인가?
어떤 차종이 필요한가? 필요에 따라 새차를 개발하여야 하는가? 그럼 납기는 얼마나 걸리는가? 등을 처리해 주는 것이 핵심활동이라 하겠습니다. ",E
"당사는 다양한 산업 분야의 경험과 통찰력을 활용하여 전문 솔루션을 개발하고 제품 혁신을 주도하고 비용 절감, 공급망 효율성을 높이고 출시 시간을 단축합니다.
당사의 최첨단 자동화 및 공정 안정화 기술을 통해 가장 효과적인 비용으로 효율성을 개선하고 신속하게 확장하며 기대하는 품질과 신뢰성을 실현할 수 있습니다. 
당사의 전문가 팀은 매우 복잡한 작업을 대규모로 관리합니다. 고급 보안 프로세스와 품질 및 신뢰성 애플리케이션에 대한 투자와 함께 당사는 고객이 요구하는 성능과 신뢰성을 제공하는 동시에 고객의 IP를 보호합니다. 
당사의 자동화 된 제조 서비스에는 다음이 포함됩니다. 
1)	고도로 자동화 된 환경에서 공정 최적화를 통한 유연한 24/7 제조 자동화 된 제조 솔루션을 설계, 설치, 시운전, 검증, 운영 및 통합합니다. 
2)	광범위한 자동화 프로세스를 운영, 관리 및 개선합니다. 
3)	규제 및 통제 된 환경에서 규정 준수를 위한 강력한 위험 관리 라인 커미션, 설치 및 턴키 검증, 시설, 유지 보수, 노후화 및 고객 별 라이프 사이클 솔루션을 포함한 제품 개발 서비스 품질이 보장 된 고객 중심의 유연한 노동 모델 고객 중심 물류 지원 솔루션",B
"시행사와 자산운영사에 물류센터에 관련된 부지 정보 및 공기 단축 제안
건설사에 VE으로 인한 건축비 절감 및 하자에 대한 리스크 해결 제안
설계 및 감리에는 외국 우수 자재 및 공법 소개, 안전에 관한 시공 방법 제안 1",C
"치열한 경쟁속에서 생존하기 위한 대 고객 서비스 실현.
급변하는 환경에 적응하기 위해 매장의 분위기 및 상품 구성의 끊임없는 변화 추구.
1인가구의 출현, 혼밥, 혼술족 등 고객의 변화된 needs를 위한 상품 개발. 
대형유통의 확산으로 인한 대응 방안 강구.
글로벌화를 위한 인재육성.
코로나19로 인한 untact시대에 맞는 온라인 진출",B
"치열한 경쟁속에서 생존하기 위한 대 고객 서비스 실현.
급변하는 환경에 적응하기 위해 매장의 분위기 및 상품 구성의 끊임없는 변화 추구.
1인가구의 출현, 혼밥, 혼술족 등 고객의 변화된 needs를 위한 상품 개발. 
대형유통의 확산으로 인한 대응 방안 강구.
글로벌화를 위한 인재육성.
코로나19로 인한 untact시대에 맞는 온라인 진출",B
"고객사와의 원활한 Network 유지 및 구축을 위하여 국내는 지역별로 물류센터 및 공장을 구축하여 지속적이고 주기적인 관리체제를 유지함
해외 현지 공장들은 주기적인 방문 및 국내 연구소 (본사)와의 채널을 통한 원활한 소통에 노력
신차 개발시 기존의 Data를 활용한 신속한 선재 대응.  시트 부품의 특성상 신차 개발시 주요부품에 대비하여 통상 늦게 개발이 진행되기에 상대적으로 개발 기간이 짧아 신속한 대응이 요구됨",C
"공모, 입찰을 위한 사전 영업
설계 반영을 위한 도면을 건설사, 설계사무소, 건축주에게 제안 영업
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정, 품질, 기술 협의를 통한 책임 시공
시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지
광고와 임직원 인맥을 통해 연락이 온 목표고객에게 영업 활동
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청시 당사 영업팀의 대응 활동",B
신기술개발을 통한 생산성향상과 원가절감,D
"원가절감을 통한 발주자 신뢰확보
최첨단 제품 적용을 통한 고객만족 증대
원스톱 하자처리 및 지원
기술개발을 통한 지속가능경영
신사업 창출을 통한 미래 먹거리 확보",C
"새로운 매입처 확보
최선의 가격 확보
제품판매. 
장비임대",D
"영업 및 마케팅 : 새로운 기술을 기반으로 개발된 솔루션을 홍보 및 데모시연
기 납품한 고객에 대한 고품질의 기술 지원
고객의 요구에 맞는 솔루션 발굴 및 개발",B
"현 제품에 대한 판매영업/마케팅 활동
신규 기술/제품 개발, 시험 및 보급
고정 거래선과의 파트너십 공고화로 윈-윈 사업 발굴
연관/확장사업을 위한 연구개발
미래 신규사업을 위한 잠재 파트너와 콜라보레이션
혁신적인 기술/사업 발굴을 위한 교육 참여, 정보 취득 활동
심층 검토를 거친 아이디어의 사업화 추진
국내시장에서 검증을 통해 해외진출 노력
국내외 정책사업화 개진
외부 협업을 통한 시너지로 규모의 사업화 전개",A
"목표고객의 니즈를 통해 협의하에 당사에서 대응하고 있습니다.
대형유통업체를 비롯하여(롯데, 농심, 대형온라인유통시장 등) 타 유통업체들의 의견을 적극반영하여 물량조절과 클레임 사후처리 등 품질활동
다수의 특허를 보유하고 있으며, 해외와 국내 공장 커뮤니케이션을 통한 제품 문제점 개선",C
"상장기업 등의 재무분석 등: 재무적 측면, 비재무적 측면, 대외변수, 인적 역량, 거래량 등을 다각도로 검토하여 투자가능 기업군을 Screen함..
Research 활동: 투자가능 종목에 대한 기업방문 등을 통한 현황 파악
자산배분: 업종별, 산업별, 테마별 등 다양한 방법을 통해 펀드 등에 대한 자산배분 
포트폴리오 투자: 펀드 등에 유가증권별, 기업별, 국내외별, 통화별 등 정해진 투자계획서, 신탁계약서(약관) 등에 의거, 다양한 방법으로 투자
고객 방문: 회사의 투자 철학, 원칙 그리고 상품군 설명 등을 위한 판매채널 및 연기금 등 수시 방문",A
전통적인 설계활동 및 첨단기술과의 연합모형을 구상 개발하여 새로운 블로오션을 추구한다,D
"신속한 법규정 개정 사항을 고객에게 전달 및 설명
공동도급을 위한 PQ(사전적격심사제도) 만점을 받을 수 있도록 회사 경영상태, 유동비율, 신용도, 기술자 보유 등 확보
다양한 분야의 심의위원들과 평상시 교류
고기술력의 임직원 확보
신기술 도입 및 특허 등록 활동",C
"현장에서의 고객 불만 사항을 적극적으로 수용함과 동시에 품질 관리부의 빠른 대응으로 소비자 불만 해소
각 대리점의 고객 니즈를 영업부 및 연구소에서 모니터링 하여 고객의 요구에 부합하는 품질 향상 및 신제품 개발
신제품의 지속적인 셈플링으로 고객에게 정보를 제공하여 소비를 촉진한다.",C
"기존의 공공기관 또는 기업에 SW개발 품질 검증을 통한 지속적인 운영 용역을 확보
나라장터의 신규 개발사업에 입찰을 통한 컨설팅, SW개발 등 사업수행
기존의 고객들과 협업을 통한 또 다른 신규 사업발굴 ",B
"회원사와 신기술과 관련된 인력풀 공유로 빠르고 질 좋은 기술력 확보
납품되어 사용되고 있는 시스템에 대한 만족도 높은 유지보수 및 신기술 제공",C
"인적 관계 형성
다양한 네트워크 (인적 및 물적(생산 공장)
신상품 발굴 및 개발
가격 경쟁력 확보",C
"고객의 니즈에 맞춘 다양한 상품 설계
금리, 대출한도 등의 가격경쟁력 확보
빅데이터와 AI 기술을 활용한 개인화 경험
친절하며 전문성 갖춘 금융인력을 통한 영업
기업 재무설계와 수출입 금융 컨설팅을 통한 영업",B
"시행사 및 민간 공사를 원하는 건축주와의 협의를 통한 도급공사 계약
적절 입찰가를 통한 공공입찰공사 입찰
사업성 좋은 입지 결정 후 자체분양현장 개설",C
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청 시 당사 영업팀에서 대응 활동,E
"유제품 회사 간 제품 차별화가 거의 불가능
특히, 매출의 대다수를 차지하는 흰우유의 경우 차별화가 더 힘듦
서울우유의 고급화, 친숙화를 통한 프리미엄 우유로 고객 소구
1.	경제사업
가.	가공사업(음용류 판매)
-	고객센터(대리점) 판매 확대 : 지역 할당 판매
-	대형마트(이마트, 홈플러스, 홈플러스 등), 온라인(쿠팡 등) 판매
	서울우유협동조합 – 조합원(목장주) – 고객센터(대리점)의 핵심 연결고리를 중시
-	서울우유 : 제품 개발 및 직접 판매, 고객센터 : 물류 및 판매, 조합원 : 원유 생산 등
2.	구매사업 
-	조합원 판매 촉진 : 지역별 책임수의사, 서울우유 직원의 직접 홍보
가.	서울 수도권 내 8개 센터 보유( 책임수의사, 직원 상주)
	조합원의 생산이나 생활에 필요한 물자를 외부에서 구입하기 위한 OEM 업체와의 협력과
	운반, 보관, 가공하기 위한 서울우유 내 자체 능력
3.	신용사업 : 
-	예금 대출 차익 등 시중 은행과 유사
지역별 수신과 여신을 확대하기 위한 근처 조합원과의 유대 관계 유지",A
"설계사, 시공사와 협업을 통한 혁신주거 문화 창출
철저한 사전 시장조사를 통한 분양가격 결정
토지 구입 전 가설계를 통한 수익분석 
타 업체와 차별화 전략으로 가치창출",C
"사전 영업을 통한 입찰참가
발주초로부터 시장조사 요청/보고
마케팅 전략 계획 수립 후 PT 참여",D
"통합생산관리시스템 구축을 위한 사전 컨설팅 및 분석 활동
시스템 인프라 제안을 위한 프로젝트 사전 정보 수집/제안작업
통합유지보수 사업 수행을 위한 현황파악, 분석 등의 컨설팅 활동 및 제안작업",C
이동통신사(KT) 건설사 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공,E
"모델하우스 설치를 위해 시공사에 욕실 제품을 영업한다
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공
신제품, 시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지
당사 영업팀에서 파악한 고객 니즈를 제품개발팀에서 기술 개발을 진행하여 특허 등록
외부 자재공급업체와 공동으로 제품을 개발하여 공동특허 등록으로 기술보유
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다.
직영 전시장에 찾아오는 고객에게 인테리어 맞춤 디자인을 통해 영업한다
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청시 당사 영업팀에서 대응 활동",B
"환경경영 : 친환경 제품 개발, 자발적 온실가스 저감 노력
경쟁우위 확보:품질 및 원가 경쟁력 확보, 기존 사업과의 연계성을 통한 사업 다각화 추진 
고객만족 실현:IT기술을 활용한 생활문화 가치 제공, 고객의 다양한 NEEDS에 부응하는 제품을 공급
모델하우스 설치를 위해 시공사에 욕실 제품을 영업
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산 제공
신제품, 시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지
외부 자재공급업체와 공동으로 제품을 개발하여 공동특허 등록으로 기술보유
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다. 
새로운 사업영역의 확대, 친환경 기업 이미지의 강화",A
"환경경영 : 친환경 제품 개발, 자발적 온실가스 저감 노력
경쟁우위 확보:품질 및 원가 경쟁력 확보, 기존 사업과의 연계성을 통한 사업 다각화 추진 
고객만족 실현:IT기술을 활용한 생활문화 가치 제공, 고객의 다양한 NEEDS에 부응하는 제품을 공급
모델하우스 설치를 위해 시공사에 욕실 제품을 영업
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산 제공
신제품, 시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지
외부 자재공급업체와 공동으로 제품을 개발하여 공동특허 등록으로 기술보유
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다. 
새로운 사업영역의 확대, 친환경 기업 이미지의 강화",A
"기존 고객과의 신뢰를 통한 만족도 극대화를 최우선 함
신제품의 정보제공 및 시연을 통한 고객의 욕구를 파악
각종 세미나 참석 권유로 인한 영업활동과의 연계로 매출 향상에 기여",B
"정기 방문을 통한 시스템 점검과 진단에 의한 안정적 영업 최우선
고객에 필요한 정보제공과 시장 변화에 대비한 방향 제시
변화하는 시장 분석 능력과 향후 발전 가능 업종을 연구 개발하여 사용자에게 최적의 정보제공
신제품 발표회 및 각종 세미나 참석에 의한 유대감을 바탕으로 인적 교류 확대",C
"원자재 및 제조과정에 대한 이해로 고객 니즈에 맞춘 토탈 솔루션 제공
건설사 및 제조사의 판매 구조 및 유통과정에 대한 이해 및 접근
여러 시장에 대한 인맥으로 영업 및 시장조사 필수
제조업기반 프로그램을 운용하고 기술 영업
신규아이템 개발을 위한 재산권 및 특허 기술 보유",C
"설계에서 가공, 조립까지의 One Stop System
COK → MCT가공 → 조립 
Insert → 금형 → 사출 → 조립 
지속적인 연구개발과 품질관리 
최고품질, 최단 납기 확보_ 자 공정 완결
시너지 효과 극대화",C
"타 업체 경쟁관계 대중화된 사업은 피하고, 고부가 가치의 양방향 생중계 라이브.",D
"재개발, 재건축조합의 고급수입가구 설계제안
민영건설사와의 협의를 통한 국내제작가구 해외수출시공제안
KS, 환경마크, 단체표준, 특허권 등 인증으로 외부 공신력확대 영업
국내부자재와 수입부자재(경첩. 힌지 등)의 차별화로 민영건설사 영업확대",C
"고객의 부동산개발 및 건축사업에 대한 설계 서비스의 제반 업무
정부 및 지자체의 도시계획을 위한 도시 설계 제반 업무
설계 수주를 위한 영업 활동",C
유해화학물질 규제 동향 분석 및 기업 대응 지원,E
"IT 인터넷데이터센터(IDC) 운영
시스템 통합(SI) 공공기관 및 기업 IT인프라 구축 및 유지보수
보안 컨설팅",D
"욕실의 시공 방식은 습식과 건식방식(시스템욕실)으로 나눌 수 있는데, 건식방식(시스템 욕실)이 기존 습식 방식에 비해 다양한 장점을 가지고 있다. 시스템욕실은 시공성이 월등히 좋다. 공장에서 제작 후 현장에서 조립하는 방식으로 시공하며, 적은 인력으로 현장 관리가 용이하고, 경량화로 운반 및 관리가 용이하다. 
하자관리에 있어서도 유닛형태로 되어있기 때문에 보수가 간단하며, 표준화로 인해 균일한 품질 관리가 가능하다.",E
"고객의 니즈 파악 : 유선 및 대면
고객의 니즈에 대응한 제안서 작성, 제안 : 콘텐츠 개발, Assessment, 세미나 및 워크숍 진행안
과정 개발 프로젝트 실행
세미나 및 워크숍 실행 및 결과분석 보고서 작성, 제출
강사 수배 및 강사 교육 실시 : 리더십, 세일즈, 개인역량강화 등 교육 참가자용 교재 및 강사용 슬라이드, 기타 교보재 개발",B
"지속적인 서비스 품질 제고를 통한 평판 제고
인적 네트워크의 지속적 관리
감사분야_ 감사실패 방지를 의한 체계적인 교육
수준 높은 서비스 제공을 통한 기존고객 이탈 방지",C
"AR, VR 가상현실 콘텐츠 기술 개발
인터랙티브 콘텐츠 기술 개발
인터랙티브 교육용 콘텐츠 제작
지역 대리점에게 신규 콘텐츠에 대한 영업자료 제안
콘텐츠 이용과정에서 생성되는 데이터 수집 및 분석을 통한 신규 서비스 제공
데이터 분석 기술기술 개발
사업을 통해 수집된 데이터를 분석하고 이를 자동화 서비스하는 기술개발",B
"APP내에서 할 수 있는 다양한 서비스 구축을 목표로하며, 사용자에게 편의성과 직관적인 UI를 통해 업무 또는 서비스를 이용함에 있어 보다 편리하고 스마트한 업무 및 서비스 이용을 목표로 합니다. 
또한 차세대 핵심기술을 고객사에게 먼저 제안하는 것",B
"연구소 운영을 통해 앞서가는 기술력과 디자인 능력의 배양 : 용역 수행을 위한 특화된 최상의 서비스를 제공할 수 있다는 것을 시장과 발주처에 인식시키는 활동
업계에서의 평판 확보가 핵심적임. 용역 수행 시 발주처의 니즈를 최대한 만족시키는 퍼포먼스를 제공하여 재 수주 또는 평판(소개)를 이루어 냄",C
"호텔, 펜션, 고급주택에 월풀욕조 및 고급욕조 납품 및 시공",E
"설비팀, 공장 기술팀에 당사 제품을 제안하여 기술에 맞는 제품을 제안
신기술을 적용하여 현장 설비팀에 홍보
신기술 및 신제품을 개발하여 제안",D
"당사는 R&D 전문 회사로 발전해 가고자 더 다양한 신기술개발에 도전하고 있음.
당사가 기술 가치 중심의 경영을 목적으로 운영됨에 있어 완제품 개발 이후 협력 파트너사들과 융합해서 제품을 생산하고 있으므로 협력사들과의 전략적 파트너십을 구축해 감. 
당사는 위 협력사들과 더불어 미래 비전을 현실화하기 위한 전략으로 더 특화된 기술 개발을 연구를 하고 있음. 예를 들면 1차 양변기 무전원 자동물내림,  2차 양변기 무전원 자동 뚜껑 닫기, 3차 물탱크가 없는 양변기 무전원 자동물내림 등등의 기술 개발 투자가 꼭 필요하다고 보고 진행 중에 있으며 개발비 투자에 대한 자체 부담을 줄이고 더불어 상생 할 수 있는 공동개발 파트너사를 찾고자 노력 중에 있음.",B
"사전 영업을 통한 고객과의 공동이익을 공유하는데 뜻을 같이 함
유통 질서 및 가격의 체계 확립을 유지하여 고객의 이익 확보에 주력
고객의 요구에 부응하기 위해 품질, 경쟁력 있는 가격, 납기의 철저 한 준수가 필수적 임
신제품개발, 시공방법 개선, 공기 단축 등을 위한 기술 개발로 고객과 지속적 유대관계 유지
고객 요구조건을 충족시키는 제품 개발을 진행하여 지적재산권 확보
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동
기존 거래선의 지속적인 영업관리 및 고객만족을 위한 대응",A
"국내 10대 메이저 건설사의 협력회사로 많은 시공실적 보유
업계 1위의 기술력으로 고객사에게 맞춤 통합 솔루션 제공
광고와 인맥을 통해 기존고객 관리 및 신규 업체 발굴
건설현장에 설계, 구조검토, 3D 시공상세도, 원가절감 V.E. 및 LOSS CONSULTING 제공
끊임없는 사업영역 확대 
프로그램 유통 및 관리
고객요청사항에 즉시 대응하여 맞춤 관리
다양한 신규 인재 채용
50여명의 국내최고수준의 전문기술인력 및 시공경력기술자 보유 
CRM 마케팅을 통한 고객관리 
BIM 활용을 통한 전문 CM 업체로 다양한 솔루션 제공",A
